produksi_ton,solar_liter,listrik_kWh,jam_operasi,alat_berat,emisi_CO2e
11558.0,6849.0,,333.0,14.0,21451.0
19489.0,10353.0,28171.0,299.0,,32209.0
23145.0,8130.0,48923.0,349.0,28.0,34334.0
10149.0,5256.0,18732.0,339.0,12.0,16543.0
10562.0,5429.0,23286.0,401.0,,19158.0
21679.0,8008.0,41432.0,350.0,27.0,32959.0
14043.0,7512.0,20785.0,357.0,17.0,24258.0
22019.0,9555.0,42662.0,,27.0,35307.0
12787.0,3951.0,25588.0,481.0,15.0,18243.0
,11038.0,36436.0,518.0,27.0,36715.0
15657.0,7386.0,21410.0,412.0,19.0,25414.0
16291.0,6960.0,29814.0,418.0,20.0,
22824.0,10185.0,34230.0,385.0,,36055.0
13191.0,4987.0,28180.0,438.0,16.0,21025.0
10294.0,5261.0,17272.0,431.0,12.0,18478.0
12757.0,5685.0,29563.0,506.0,15.0,20860.0
17262.0,,20071.0,249.0,21.0,27367.0
7171.0,3483.0,13198.0,381.0,8.0,12953.0
18187.0,6084.0,40536.0,427.0,22.0,26956.0
12306.0,4437.0,18864.0,398.0,15.0,18741.0
20739.0,4749.0,36340.0,325.0,25.0,27889.0
3029.0,1534.0,5085.0,296.0,5.0,5815.0
11067.0,3639.0,17651.0,465.0,13.0,17200.0
6568.0,3043.0,12304.0,339.0,8.0,11403.0
10869.0,5294.0,15340.0,260.0,13.0,17785.0
16238.0,8285.0,28688.0,469.0,,27211.0
14104.0,,,437.0,17.0,21424.0
13733.0,6090.0,23833.0,391.0,17.0,22422.0
14204.0,8764.0,21305.0,327.0,17.0,25190.0
16017.0,9953.0,33781.0,391.0,20.0,29912.0
9957.0,5464.0,20105.0,497.0,12.0,18889.0
18534.0,,27572.0,271.0,23.0,29761.0
18313.0,6400.0,25854.0,275.0,22.0,26356.0
16925.0,8833.0,25632.0,350.0,,28201.0
17783.0,7721.0,34918.0,398.0,22.0,27810.0
16482.0,8341.0,,360.0,20.0,28878.0
25175.0,9736.0,51283.0,451.0,31.0,38655.0
,6302.0,24791.0,487.0,18.0,23302.0
13465.0,6280.0,20501.0,422.0,16.0,21703.0
11232.0,5331.0,23314.0,445.0,14.0,19093.0
9839.0,4913.0,16076.0,422.0,12.0,16712.0
8778.0,3442.0,16291.0,401.0,10.0,14966.0
10556.0,3332.0,14093.0,297.0,13.0,14729.0
14647.0,8971.0,23860.0,318.0,18.0,25684.0
16671.0,11652.0,35057.0,292.0,20.0,32291.0
15256.0,,24182.0,,19.0,25487.0
11172.0,3548.0,22840.0,419.0,13.0,16859.0
19501.0,7268.0,21465.0,284.0,24.0,28957.0
18697.0,9366.0,30517.0,406.0,23.0,31338.0
14202.0,,24833.0,330.0,17.0,25284.0
,3858.0,27259.0,314.0,14.0,17074.0
17742.0,7763.0,25713.0,350.0,22.0,27226.0
15940.0,7485.0,31900.0,310.0,19.0,25884.0
,4163.0,16427.0,449.0,9.0,13783.0
14660.0,6093.0,23215.0,387.0,18.0,23321.0
16310.0,4789.0,27531.0,465.0,20.0,22699.0
10502.0,5378.0,19349.0,365.0,13.0,18002.0
15949.0,8971.0,21620.0,368.0,19.0,27597.0
7726.0,3413.0,12852.0,550.0,9.0,13501.0
21681.0,10635.0,47326.0,270.0,27.0,36191.0
21240.0,8550.0,41562.0,503.0,26.0,33319.0
13737.0,,24081.0,532.0,17.0,21195.0
16817.0,,30842.0,461.0,21.0,30256.0
3000.0,1466.0,5923.0,374.0,5.0,5816.0
9218.0,4600.0,18729.0,514.0,11.0,17225.0
13531.0,8122.0,22097.0,374.0,16.0,24309.0
9639.0,3321.0,21789.0,344.0,12.0,15012.0
,7332.0,40764.0,369.0,23.0,
24986.0,11639.0,50052.0,,31.0,40755.0
9117.0,3588.0,14105.0,324.0,11.0,14199.0
10813.0,5712.0,16153.0,489.0,13.0,19169.0
16177.0,6977.0,27534.0,338.0,20.0,26488.0
23056.0,,41920.0,398.0,28.0,34827.0
8888.0,4058.0,11283.0,284.0,11.0,15035.0
16245.0,7587.0,31652.0,402.0,20.0,26244.0
24106.0,13101.0,52703.0,308.0,30.0,40985.0
6741.0,3299.0,13300.0,306.0,8.0,11876.0
8595.0,4264.0,,391.0,10.0,15297.0
12882.0,6209.0,,485.0,16.0,21565.0
12397.0,5345.0,23430.0,435.0,15.0,20000.0
19063.0,,33437.0,441.0,23.0,29963.0
16208.0,7762.0,31329.0,390.0,20.0,27380.0
6125.0,2552.0,12131.0,373.0,7.0,
17577.0,10880.0,37396.0,463.0,21.0,32334.0
12112.0,7076.0,17688.0,355.0,,21382.0
21372.0,10970.0,39891.0,467.0,26.0,36788.0
11862.0,5787.0,20058.0,499.0,14.0,20268.0
11817.0,5214.0,,333.0,14.0,18910.0
17706.0,5735.0,36462.0,344.0,22.0,25656.0
18815.0,8060.0,39359.0,356.0,23.0,29846.0
17240.0,7933.0,38266.0,,21.0,28655.0
6572.0,3108.0,12669.0,362.0,8.0,10771.0
17690.0,8791.0,31258.0,504.0,22.0,30300.0
9828.0,5328.0,16946.0,316.0,12.0,16922.0
16176.0,6160.0,20699.0,506.0,20.0,24798.0
7881.0,3008.0,17354.0,365.0,9.0,12774.0
17232.0,10254.0,29353.0,569.0,21.0,31298.0
10967.0,5781.0,21405.0,345.0,13.0,19030.0
8587.0,3529.0,17205.0,388.0,,13966.0
18569.0,8157.0,26487.0,,23.0,28981.0
16208.0,7127.0,24685.0,345.0,20.0,26469.0
11930.0,5406.0,27011.0,507.0,14.0,20389.0
22256.0,11067.0,42000.0,,27.0,37202.0
12797.0,9002.0,20805.0,482.0,15.0,24785.0
15161.0,7110.0,26714.0,295.0,18.0,24552.0
16345.0,8438.0,34746.0,452.0,20.0,
11902.0,3349.0,24759.0,322.0,14.0,17597.0
17356.0,6968.0,23607.0,293.0,21.0,26085.0
12333.0,7065.0,28245.0,419.0,15.0,21424.0
12942.0,6344.0,27046.0,418.0,16.0,22217.0
21813.0,4363.0,38266.0,404.0,27.0,28393.0
9797.0,5069.0,14132.0,457.0,12.0,16926.0
3000.0,1925.0,6349.0,470.0,5.0,7293.0
23055.0,5773.0,44794.0,518.0,,30663.0
27747.0,,37809.0,,34.0,49287.0
12974.0,2595.0,22449.0,520.0,16.0,18320.0
5316.0,2891.0,14554.0,551.0,6.0,10439.0
13448.0,6040.0,24272.0,,16.0,21771.0
13569.0,2917.0,21404.0,267.0,16.0,18155.0
14050.0,6950.0,21040.0,289.0,17.0,23510.0
9433.0,5330.0,21994.0,363.0,11.0,16978.0
17898.0,8705.0,36768.0,561.0,,29708.0
17623.0,8961.0,39161.0,,22.0,31272.0
7528.0,3078.0,14111.0,351.0,9.0,12884.0
18496.0,4880.0,40251.0,345.0,23.0,26089.0
25263.0,13116.0,39045.0,294.0,31.0,42019.0
15860.0,9912.0,29321.0,470.0,19.0,29735.0
13313.0,7495.0,25111.0,393.0,16.0,24100.0
14290.0,3590.0,31649.0,568.0,17.0,19752.0
18076.0,5396.0,34266.0,450.0,22.0,
6347.0,2319.0,10233.0,466.0,7.0,10318.0
15822.0,4599.0,28784.0,381.0,19.0,22639.0
13048.0,5929.0,16924.0,313.0,16.0,21348.0
24239.0,11861.0,26753.0,,30.0,38082.0
14129.0,4337.0,28956.0,290.0,17.0,19906.0
23339.0,12317.0,39387.0,473.0,29.0,39412.0
9481.0,,16323.0,369.0,11.0,16558.0
17936.0,7088.0,36757.0,476.0,22.0,28771.0
16597.0,7182.0,36830.0,411.0,20.0,27846.0
10655.0,2717.0,20887.0,377.0,13.0,15141.0
,6621.0,37786.0,306.0,19.0,25848.0
21063.0,9494.0,41089.0,424.0,26.0,34551.0
13381.0,6247.0,25299.0,383.0,16.0,22543.0
6540.0,3191.0,12244.0,472.0,8.0,11892.0
14912.0,7075.0,21091.0,343.0,18.0,24154.0
10488.0,4442.0,21886.0,,13.0,16939.0
13288.0,6360.0,14170.0,531.0,16.0,21648.0
14592.0,8029.0,23699.0,422.0,18.0,25751.0
6472.0,2850.0,11694.0,463.0,8.0,11351.0
6922.0,3335.0,10819.0,446.0,8.0,12062.0
17410.0,7511.0,28979.0,552.0,21.0,28539.0
12386.0,4773.0,29131.0,430.0,15.0,19821.0
3000.0,1507.0,6394.0,456.0,5.0,5839.0
18924.0,7465.0,30170.0,397.0,23.0,
16362.0,7995.0,27146.0,338.0,20.0,27501.0
11431.0,5176.0,16196.0,303.0,14.0,17987.0
8416.0,3531.0,16928.0,501.0,10.0,14467.0
19179.0,8001.0,33085.0,319.0,23.0,29907.0
16747.0,6685.0,20265.0,460.0,20.0,25506.0
26913.0,7682.0,49257.0,433.0,33.0,37716.0
17101.0,8350.0,33034.0,473.0,21.0,28117.0
16939.0,8015.0,35384.0,359.0,21.0,28183.0
14165.0,7578.0,,337.0,17.0,
19084.0,7574.0,32217.0,430.0,23.0,30162.0
18125.0,11592.0,43426.0,377.0,22.0,33918.0
21259.0,8759.0,38308.0,302.0,26.0,32698.0
,4492.0,24983.0,555.0,15.0,20340.0
12823.0,4496.0,21006.0,337.0,16.0,18800.0
12604.0,3486.0,25297.0,321.0,15.0,17680.0
18954.0,11434.0,25840.0,381.0,23.0,32759.0
22492.0,13205.0,37368.0,500.0,28.0,40673.0
12706.0,6481.0,18265.0,227.0,15.0,22042.0
12876.0,4640.0,20840.0,,16.0,19163.0
16570.0,10458.0,36043.0,327.0,20.0,30238.0
13771.0,5713.0,22258.0,421.0,17.0,22001.0
19760.0,8361.0,39826.0,346.0,24.0,31068.0
3741.0,2221.0,8437.0,559.0,5.0,8217.0
10866.0,5606.0,19470.0,410.0,13.0,18912.0
11088.0,7430.0,23264.0,343.0,,21552.0
3398.0,1614.0,6658.0,376.0,5.0,6075.0
10182.0,4178.0,18683.0,407.0,12.0,16669.0
10424.0,4053.0,21110.0,414.0,13.0,16246.0
13994.0,3713.0,32915.0,435.0,17.0,20135.0
20565.0,8681.0,33085.0,400.0,25.0,31411.0
13775.0,7775.0,20831.0,290.0,17.0,23776.0
9846.0,5020.0,14716.0,373.0,12.0,16693.0
14715.0,6652.0,30877.0,449.0,18.0,24947.0
20246.0,7096.0,43302.0,346.0,25.0,30412.0
10120.0,,16586.0,,12.0,17341.0
10447.0,5759.0,12110.0,403.0,13.0,18375.0
,8773.0,28425.0,383.0,22.0,28486.0
13892.0,6483.0,27289.0,496.0,17.0,22475.0
18237.0,6753.0,32462.0,261.0,22.0,27204.0
14932.0,8014.0,27685.0,346.0,18.0,25977.0
18508.0,3702.0,30409.0,,23.0,24458.0
9825.0,4797.0,20673.0,546.0,12.0,17080.0
14940.0,10563.0,28429.0,583.0,18.0,29531.0
13947.0,4172.0,27558.0,404.0,17.0,20325.0
8921.0,3799.0,16483.0,,11.0,15331.0
7183.0,3226.0,,465.0,8.0,12957.0
18429.0,7440.0,35707.0,502.0,23.0,28989.0
13245.0,7333.0,20154.0,,16.0,23298.0
9889.0,4917.0,18906.0,474.0,12.0,17546.0
14519.0,6755.0,29582.0,437.0,18.0,24535.0
20640.0,10934.0,44305.0,442.0,25.0,36563.0
3596.0,1624.0,6922.0,327.0,5.0,6598.0
7517.0,5773.0,11354.0,374.0,9.0,16146.0
10386.0,4831.0,16166.0,358.0,12.0,16687.0
,10473.0,37239.0,305.0,27.0,35641.0
16413.0,4578.0,30476.0,,20.0,21925.0
,7453.0,33215.0,366.0,23.0,29191.0
,5252.0,13604.0,379.0,11.0,17032.0
9402.0,2975.0,13738.0,408.0,11.0,12887.0
17239.0,4038.0,20177.0,444.0,21.0,23217.0
15291.0,6931.0,13214.0,415.0,19.0,24667.0
17744.0,10417.0,31237.0,379.0,22.0,31883.0
14062.0,6387.0,35099.0,327.0,17.0,22798.0
16391.0,6825.0,38338.0,470.0,20.0,27055.0
15791.0,4171.0,23789.0,392.0,19.0,21967.0
18889.0,9354.0,34849.0,365.0,23.0,31819.0
19035.0,9825.0,25900.0,385.0,23.0,31768.0
6901.0,1876.0,9705.0,341.0,8.0,10321.0
,2121.0,5423.0,358.0,5.0,7930.0
20009.0,10536.0,34662.0,355.0,25.0,33847.0
20939.0,11793.0,36543.0,377.0,26.0,36617.0
9897.0,5031.0,18565.0,452.0,12.0,18095.0
5701.0,2938.0,11396.0,433.0,7.0,
15495.0,7780.0,26325.0,524.0,19.0,25986.0
19654.0,10551.0,35591.0,,24.0,34439.0
23988.0,6432.0,35307.0,557.0,29.0,34040.0
17581.0,5273.0,24555.0,445.0,21.0,25777.0
13141.0,4946.0,17745.0,443.0,16.0,20658.0
10534.0,4604.0,21014.0,361.0,13.0,16227.0
15057.0,7360.0,25577.0,466.0,18.0,25103.0
13504.0,6515.0,16727.0,348.0,16.0,21878.0
9925.0,5575.0,17677.0,282.0,12.0,17615.0
25244.0,14259.0,,522.0,31.0,44660.0
23926.0,8679.0,54984.0,300.0,29.0,35638.0
20680.0,9799.0,33633.0,435.0,25.0,34980.0
10396.0,3797.0,20838.0,330.0,12.0,15992.0
19275.0,8311.0,40992.0,490.0,24.0,30937.0
18198.0,8775.0,27543.0,501.0,22.0,30651.0
17213.0,3443.0,,442.0,21.0,23400.0
21248.0,14685.0,41775.0,500.0,26.0,41179.0
18177.0,9209.0,33348.0,401.0,22.0,30335.0
18700.0,7301.0,35686.0,579.0,23.0,29823.0
18185.0,,25479.0,460.0,22.0,
16704.0,6936.0,32844.0,328.0,20.0,25985.0
6082.0,2817.0,10060.0,406.0,7.0,10667.0
15418.0,6187.0,29369.0,,19.0,23903.0
12219.0,7517.0,25367.0,380.0,15.0,23252.0
8601.0,3780.0,17207.0,267.0,10.0,13850.0
23409.0,10884.0,44585.0,431.0,,38121.0
23645.0,13487.0,47116.0,289.0,29.0,40827.0
21796.0,11084.0,43734.0,200.0,27.0,36762.0
16276.0,7236.0,,372.0,20.0,26346.0
21753.0,12204.0,38933.0,340.0,27.0,38299.0
15060.0,10600.0,27849.0,,18.0,29554.0
16014.0,7715.0,33303.0,200.0,20.0,26112.0
9533.0,4401.0,15756.0,332.0,11.0,15879.0
16985.0,7933.0,23769.0,386.0,21.0,27336.0
15302.0,8891.0,29808.0,349.0,19.0,27632.0
8487.0,3311.0,14752.0,431.0,10.0,13744.0
14744.0,6224.0,,511.0,18.0,23484.0
14601.0,4326.0,28475.0,441.0,,
23988.0,7955.0,53477.0,482.0,,35044.0
19471.0,7754.0,25528.0,489.0,24.0,30013.0
15057.0,6692.0,31721.0,318.0,18.0,24808.0
16244.0,10183.0,16875.0,435.0,20.0,29458.0
15221.0,,25570.0,480.0,19.0,26471.0
13985.0,5018.0,32896.0,365.0,17.0,21500.0
9588.0,3617.0,16314.0,337.0,11.0,14785.0
14245.0,8368.0,26025.0,442.0,17.0,25272.0
11270.0,6341.0,22864.0,281.0,14.0,19816.0
8748.0,3961.0,11242.0,313.0,10.0,15311.0
17556.0,7123.0,31981.0,347.0,21.0,27545.0
16956.0,9538.0,30848.0,436.0,21.0,29684.0
,2127.0,14309.0,418.0,7.0,
14387.0,7038.0,20562.0,483.0,17.0,23410.0
19979.0,13531.0,33675.0,326.0,24.0,36945.0
,9550.0,30880.0,322.0,25.0,33116.0
20129.0,7497.0,29986.0,442.0,25.0,30224.0
15195.0,7461.0,32489.0,336.0,18.0,
10775.0,4342.0,19481.0,352.0,13.0,16773.0
9582.0,2976.0,15650.0,251.0,11.0,14276.0
16723.0,8698.0,27503.0,,20.0,28492.0
16896.0,9492.0,27559.0,523.0,21.0,29652.0
21437.0,8980.0,35539.0,318.0,26.0,33165.0
20500.0,8452.0,29124.0,482.0,25.0,33096.0
14339.0,5074.0,24697.0,395.0,17.0,22364.0
8779.0,3819.0,14856.0,259.0,10.0,14937.0
13404.0,5278.0,21081.0,328.0,16.0,19881.0
16086.0,5612.0,29703.0,323.0,20.0,23992.0
13990.0,8942.0,26188.0,375.0,17.0,25773.0
12111.0,6015.0,19777.0,434.0,15.0,20979.0
16264.0,8250.0,28573.0,548.0,20.0,28540.0
12480.0,6719.0,30546.0,286.0,15.0,22142.0
11860.0,6251.0,28892.0,361.0,,20547.0
16557.0,6767.0,24567.0,328.0,20.0,25304.0
12990.0,6200.0,19818.0,299.0,16.0,21647.0
16221.0,6863.0,24042.0,408.0,20.0,26019.0
16366.0,8082.0,34649.0,400.0,20.0,27831.0
9303.0,4504.0,15633.0,255.0,11.0,15609.0
12594.0,5185.0,,401.0,15.0,20265.0
22189.0,7035.0,53233.0,304.0,27.0,32659.0
9190.0,4270.0,16512.0,401.0,11.0,16001.0
4417.0,1897.0,8886.0,502.0,5.0,8616.0
5691.0,1485.0,11132.0,437.0,7.0,8923.0
15146.0,7584.0,24589.0,414.0,18.0,25540.0
15155.0,8282.0,32094.0,358.0,18.0,26572.0
14412.0,10129.0,22268.0,405.0,18.0,27425.0
21071.0,8658.0,,445.0,26.0,33132.0
3000.0,1188.0,4871.0,437.0,5.0,6053.0
16980.0,5757.0,28129.0,392.0,21.0,24836.0
22807.0,10739.0,,,28.0,37313.0
9361.0,4402.0,14254.0,295.0,11.0,15498.0
13101.0,4833.0,21904.0,341.0,16.0,20439.0
11236.0,4859.0,12029.0,457.0,14.0,18513.0
10528.0,2655.0,18214.0,467.0,13.0,15655.0
13369.0,7254.0,22026.0,407.0,16.0,23143.0
22137.0,8256.0,45094.0,518.0,27.0,34385.0
24187.0,10800.0,46606.0,441.0,30.0,39350.0
13320.0,4094.0,21149.0,381.0,,18647.0
24525.0,9608.0,40772.0,302.0,30.0,37999.0
15178.0,,26252.0,515.0,18.0,25698.0
23768.0,10669.0,53379.0,462.0,29.0,39302.0
14534.0,7237.0,22575.0,544.0,18.0,25288.0
15655.0,9298.0,24799.0,573.0,19.0,28881.0
,8805.0,24592.0,297.0,21.0,
30000.0,16386.0,40662.0,297.0,37.0,50274.0
19256.0,11450.0,36435.0,200.0,24.0,34455.0
11464.0,5812.0,21332.0,473.0,14.0,19572.0
19845.0,8857.0,43358.0,453.0,24.0,31964.0
13191.0,7267.0,27865.0,408.0,16.0,23330.0
12551.0,6995.0,31618.0,302.0,15.0,22805.0
19543.0,10062.0,34744.0,393.0,24.0,32626.0
15155.0,4615.0,26095.0,415.0,18.0,21975.0
16393.0,5997.0,23113.0,463.0,20.0,24841.0
15070.0,6367.0,30275.0,422.0,18.0,23837.0
16683.0,8808.0,30622.0,453.0,20.0,27655.0
17125.0,7670.0,34171.0,390.0,21.0,27401.0
5315.0,2996.0,7751.0,495.0,6.0,10500.0
18333.0,,34933.0,451.0,22.0,33074.0
10090.0,5750.0,18783.0,305.0,12.0,18323.0
7789.0,4444.0,,511.0,9.0,15078.0
,5093.0,23459.0,498.0,18.0,22063.0
15420.0,7683.0,33258.0,437.0,19.0,26032.0
11532.0,4489.0,27852.0,422.0,14.0,18893.0
19155.0,5461.0,28099.0,533.0,23.0,27150.0
8289.0,3492.0,16712.0,269.0,10.0,13948.0
12965.0,7552.0,12144.0,499.0,16.0,23347.0
12076.0,5990.0,24158.0,362.0,,21292.0
14767.0,9625.0,18296.0,488.0,18.0,27345.0
16394.0,7668.0,26928.0,410.0,20.0,27466.0
9961.0,6920.0,14005.0,301.0,12.0,
18621.0,8710.0,32314.0,360.0,23.0,30395.0
15315.0,6926.0,31421.0,482.0,19.0,25741.0
5540.0,1784.0,6885.0,383.0,6.0,8276.0
5207.0,2921.0,8811.0,350.0,6.0,
14938.0,5972.0,24588.0,350.0,18.0,23814.0
13895.0,5354.0,31602.0,451.0,17.0,21957.0
14483.0,8373.0,27945.0,540.0,18.0,26753.0
,8408.0,21500.0,229.0,18.0,25725.0
16128.0,9083.0,26750.0,624.0,20.0,29220.0
19738.0,8167.0,44743.0,416.0,24.0,31937.0
9444.0,4202.0,19024.0,446.0,11.0,16312.0
9140.0,4058.0,13934.0,365.0,11.0,15039.0
9533.0,5036.0,16396.0,400.0,11.0,17279.0
16445.0,9955.0,28440.0,415.0,,30370.0
21225.0,10333.0,34779.0,316.0,26.0,34431.0
12843.0,8316.0,16529.0,336.0,16.0,23690.0
3000.0,1619.0,4790.0,495.0,5.0,5582.0
6480.0,2764.0,14365.0,276.0,8.0,11146.0
10835.0,5774.0,18264.0,435.0,13.0,19770.0
12211.0,7578.0,21602.0,370.0,15.0,22447.0
12958.0,8421.0,23871.0,323.0,16.0,24317.0
15193.0,8640.0,37457.0,558.0,18.0,27838.0
,6083.0,24230.0,324.0,16.0,21707.0
20247.0,8672.0,43089.0,310.0,25.0,32328.0
11620.0,5898.0,18831.0,385.0,14.0,19520.0
10688.0,6599.0,18407.0,339.0,13.0,19617.0
17394.0,,31375.0,401.0,21.0,28691.0
7322.0,3628.0,11479.0,412.0,9.0,13229.0
16948.0,,29471.0,419.0,21.0,27780.0
15513.0,6472.0,,390.0,19.0,24665.0
14263.0,6187.0,22248.0,344.0,17.0,22763.0
22941.0,10634.0,41295.0,451.0,28.0,37277.0
11889.0,7393.0,23928.0,391.0,14.0,22793.0
25301.0,10779.0,39285.0,360.0,31.0,
13873.0,6316.0,29530.0,518.0,17.0,23754.0
8615.0,3131.0,15695.0,,10.0,
15350.0,8007.0,26869.0,487.0,19.0,27016.0
9619.0,5643.0,,498.0,12.0,18258.0
11241.0,6885.0,18974.0,503.0,14.0,21659.0
,7989.0,32467.0,455.0,21.0,29018.0
17778.0,9021.0,41309.0,,22.0,30677.0
11889.0,5168.0,23426.0,395.0,14.0,20156.0
19937.0,10024.0,42623.0,380.0,24.0,
20788.0,10007.0,29877.0,227.0,25.0,32830.0
,10111.0,39083.0,458.0,27.0,35661.0
17647.0,8184.0,38227.0,420.0,22.0,28566.0
21817.0,10804.0,33461.0,466.0,27.0,36742.0
5596.0,2354.0,11693.0,391.0,6.0,8983.0
13410.0,5710.0,27089.0,453.0,,21065.0
10665.0,6620.0,20076.0,290.0,13.0,19127.0
15596.0,11246.0,26535.0,306.0,19.0,29288.0
12143.0,4002.0,18264.0,202.0,15.0,17686.0
14169.0,4592.0,33051.0,389.0,17.0,20880.0
24411.0,8648.0,48567.0,338.0,30.0,35546.0
14151.0,6222.0,26919.0,328.0,17.0,22851.0
17069.0,9210.0,28610.0,427.0,21.0,29553.0
13839.0,7046.0,25067.0,366.0,17.0,22666.0
,7185.0,28441.0,285.0,,24764.0
15030.0,7559.0,28857.0,604.0,18.0,26174.0
17242.0,6565.0,34833.0,397.0,21.0,26570.0
20827.0,8864.0,,313.0,26.0,32305.0
23237.0,10410.0,31603.0,346.0,29.0,37194.0
16548.0,4825.0,30205.0,386.0,20.0,24825.0
17948.0,5992.0,22898.0,386.0,22.0,25930.0
9246.0,3124.0,15744.0,504.0,11.0,13928.0
14561.0,7665.0,23985.0,394.0,18.0,24925.0
19701.0,9349.0,38369.0,548.0,24.0,33091.0
19330.0,9880.0,46291.0,365.0,24.0,33116.0
16058.0,4272.0,19537.0,434.0,20.0,22563.0
19432.0,5862.0,48235.0,482.0,24.0,29966.0
17454.0,9012.0,30196.0,496.0,21.0,29083.0
21002.0,4200.0,39994.0,505.0,26.0,
16447.0,9415.0,,378.0,20.0,29537.0
13222.0,3539.0,27753.0,400.0,16.0,18791.0
16679.0,8912.0,30230.0,202.0,20.0,28617.0
3000.0,1083.0,5345.0,384.0,5.0,5836.0
16914.0,9386.0,20615.0,487.0,21.0,30017.0
3000.0,2312.0,5466.0,472.0,5.0,8220.0
,1421.0,13108.0,393.0,7.0,9591.0
17259.0,8967.0,29843.0,,21.0,28940.0
17388.0,4680.0,37423.0,369.0,21.0,24314.0
9188.0,4527.0,19661.0,343.0,11.0,17025.0
11439.0,4911.0,18391.0,363.0,14.0,17769.0
21853.0,10117.0,,310.0,27.0,36017.0
12580.0,4514.0,22815.0,450.0,15.0,18272.0
26215.0,13843.0,47577.0,423.0,32.0,43817.0
14990.0,4575.0,27428.0,449.0,18.0,22502.0
17040.0,9784.0,31027.0,367.0,21.0,30167.0
23084.0,9443.0,23337.0,395.0,28.0,34833.0
,4849.0,27308.0,,19.0,21924.0
9988.0,6088.0,13892.0,430.0,12.0,17521.0
14451.0,6406.0,33063.0,408.0,18.0,24277.0
14822.0,9497.0,33732.0,312.0,18.0,
8176.0,4678.0,16807.0,392.0,10.0,14427.0
13721.0,5079.0,23716.0,379.0,17.0,21123.0
11289.0,4984.0,16906.0,541.0,14.0,
19622.0,9067.0,31448.0,315.0,24.0,31438.0
15173.0,9144.0,36154.0,427.0,18.0,28133.0
13586.0,6708.0,21634.0,,16.0,22636.0
14469.0,6766.0,15819.0,355.0,18.0,23005.0
16116.0,6930.0,33989.0,422.0,20.0,26213.0
18084.0,8046.0,40692.0,383.0,22.0,29923.0
10001.0,5805.0,22981.0,400.0,12.0,19073.0
9792.0,4410.0,20676.0,427.0,12.0,17054.0
20523.0,8425.0,44340.0,361.0,25.0,32042.0
12938.0,5092.0,23494.0,471.0,16.0,20980.0
7916.0,3124.0,,376.0,9.0,12878.0
17219.0,5334.0,31138.0,392.0,21.0,24697.0
17317.0,6493.0,34399.0,429.0,21.0,26571.0
7346.0,4407.0,12925.0,418.0,9.0,14320.0
16147.0,6933.0,28189.0,452.0,20.0,26704.0
18678.0,9721.0,28218.0,,23.0,30716.0
16872.0,3410.0,25299.0,438.0,21.0,23095.0
18160.0,9204.0,42702.0,374.0,22.0,31668.0
7979.0,3462.0,18848.0,314.0,9.0,13500.0
16655.0,6693.0,29966.0,286.0,20.0,25657.0
13487.0,6313.0,25415.0,266.0,,22299.0
12586.0,5040.0,18951.0,541.0,15.0,19925.0
19353.0,4598.0,,223.0,,25924.0
22396.0,12144.0,52136.0,495.0,27.0,38625.0
23972.0,11370.0,32152.0,334.0,29.0,
21574.0,9031.0,41836.0,495.0,26.0,35517.0
14451.0,5107.0,28349.0,224.0,18.0,21615.0
16764.0,5080.0,32828.0,381.0,20.0,24470.0
18834.0,8897.0,43184.0,516.0,23.0,
15606.0,9541.0,37623.0,457.0,19.0,28712.0
,7362.0,27080.0,373.0,19.0,25623.0
19119.0,5960.0,38275.0,245.0,23.0,27512.0
14704.0,6948.0,26838.0,294.0,18.0,24057.0
11354.0,5049.0,18283.0,511.0,14.0,18628.0
12928.0,6934.0,24320.0,372.0,16.0,22848.0
18170.0,,36365.0,394.0,22.0,31022.0
15015.0,3003.0,28004.0,423.0,18.0,20342.0
16701.0,8426.0,25647.0,296.0,20.0,28064.0
18350.0,,30479.0,433.0,22.0,27391.0
13126.0,4040.0,21831.0,366.0,16.0,19088.0
18781.0,8098.0,29060.0,423.0,23.0,30545.0
,8297.0,31999.0,354.0,21.0,
8826.0,2524.0,16994.0,274.0,,11927.0
22212.0,11560.0,46508.0,366.0,27.0,38103.0
12496.0,6577.0,19278.0,451.0,,21442.0
6725.0,3058.0,10939.0,432.0,8.0,11184.0
9775.0,3551.0,22153.0,402.0,12.0,16056.0
9895.0,3484.0,17322.0,472.0,12.0,15535.0
15261.0,8433.0,27608.0,384.0,19.0,26134.0
13631.0,4074.0,23819.0,405.0,,20868.0
13316.0,7410.0,28495.0,362.0,16.0,22900.0
18099.0,7845.0,38940.0,477.0,22.0,29476.0
16699.0,7355.0,35636.0,423.0,20.0,26362.0
16580.0,4629.0,29977.0,355.0,20.0,23578.0
17049.0,7422.0,26226.0,281.0,21.0,26504.0
18081.0,9246.0,42988.0,488.0,22.0,31832.0
4460.0,1411.0,9174.0,340.0,5.0,
13178.0,6587.0,21915.0,,,23073.0
4099.0,1881.0,9129.0,588.0,5.0,8052.0
15180.0,5854.0,24885.0,464.0,18.0,22881.0
14977.0,8020.0,33297.0,529.0,18.0,26833.0
,4648.0,45380.0,357.0,25.0,27496.0
,10148.0,31900.0,486.0,,33684.0
16014.0,9800.0,31620.0,402.0,20.0,28832.0
12498.0,7424.0,25430.0,429.0,15.0,22648.0
17426.0,8521.0,45037.0,562.0,21.0,31043.0
